78652540616497,67507916718946,18601581279764
89143588433579,9205210400594,72534879868878
819100497100283,39164050343390,222869929259061
851991111195863,698709334778928,138349252760914
71144871775781,49850771656203,20724683897428
9146688934613,8043166818801,4587375961096
911897345657,465472440652,524482388728
49362740764537,18018970916707,10429551839863
76007047075733,18994590285721,47438423366320
366873157961,201041735841,23015162711
61688759220317,56794987406420,29439768675784
74533902859271,54191577102748,69425746083184
1819603067993,1051899086520,737260966158
33202421736959,9405740141872,11509076771264
2684938226813,1937142363226,355383819867
197331356100797,560064354808,189744040148182
621789104186909,539076596453740,586838355668261
1366245151727,495936811605,19601223125
4992876884657,4712365723979,2264927186323
308896695647153,304787011281262,103078252842902
260191566596777,161232792098549,16959563970863
555161155529,412256285681,423121622960
760250643635477,404235364208872,564755279971276
4992943790993,4241994162416,3339176314727
972149699137,668738339054,792824545581
27582118174729,17282895986354,3279485681783
4810655603563,1347034876017,1217697805898
85469961076637,52899902543577,36338146785769
215238561037141,45016948066785,75981404549601
11718939911611,5156862448478,3735875031483
854052701851,516571399535,343676442794
1791557529367,1213245675483,293844027754
5122976296979,3805043493153,389111227021
796971809214719,758263352013944,663255247205692
2672027074177,440010542093,1611477800097
715355795971,520739446777,100431769071
84751065654251,39959238113404,20511421179644
2031103685593,606180737911,392068120815
7951984038751,7158149997339,7787415417917
500588822678521,202529553835643,185192375836228
452120811719,216567082979,201844710092
182593815629,95628497466,117742316470
21154502334577,7988567904035,18204325241425
4843810152557,4076864709442,3391999155373
269695151221,148373573161,114122859017
68548750525657,63355245297871,63012651430946
3314565808751,2028910702954,2354006954821
840957904899187,22283075757835,35300758840379
814981410407,394216813251,46223254723
9604323232709,7223972281921,5623277116832
499706117893,458716766455,126186019489
408524707169,371906464608,299408042177
288681995887,211169444150,179520755712
243514397089,55714507260,198247812072
410519364731789,337860927664598,134363726222109
851326360897,9696926073,745837752764
5819469093071,1058464326433,5025826113989
6841096468709,322679998227,5281983498937
83383718588669,57752396470916,71644978444318
85647843166273,22903581029504,33498147614798
327510172249933,47090334200151,309799349310806
386681297530043,138750600167929,106404984577874
234238497503357,116152682782820,221644936893023
18155250963643,7837613159510,11321227135266
668025823141,14221673353,37332064276
976944601751,792720805419,651439555657
8362770692737,3393116568833,6458243332641
9362277838817,5324659367611,1449241264198
30671589228463,6157692047351,1562522989262
91798636758859,62215798915089,66094770138907
136872943439,128793650993,26877387566
336297791321,99986608091,85717860130
4897580775953,1382954943673,243496914665
52162641751741,8472733660906,19250487367058
62620585747691,62149034292773,51998633976608
967578789577483,603810084588809,67592325929480
4840254754757,1199642468426,1388819914281
993323958492391,152408856001870,531061161777585
10620935565619,4805026574309,5086720919032
8814543004097,5232320876986,7560321809548
95554009455797,22069356602890,76006683056877
275680871739001,152478093506858,257176501366497
61628008753933,34537215689872,2003959594760
706029255049799,203863245612144,407876018814996
365006379077,219360120294,178086360422
662582960989,321179078670,327648632649
960847106567,31020531519,649570764095
2819444616817,209143824363,1035357800618
54601923467719,51274442861308,2194545277974
92520746791591,12121913640191,81525328699765
962425126339577,220134213608480,831559671889895
286097590203109,17029300468151,105409201467975
100535801983,38090486501,52923419857
87234233556467,10789998145930,12873255102768
25329455588663,23675025298201,1314334303404
871451071390589,818609421694087,530158198648327
564628796497,26462088810,51174236319
229536501409,174010151792,176956418379
748171794839797,242870520658965,695445156645163
9120670140191,2209039044121,2169761643724
